Номер дільниці; Опис меж дільниці; Адреса приміщення для голосування (місцезнаходження) / Адреса дільничної виборчої комісії; Розмір дільниці; Кординати
530915; с.Вороньки; вул.Перелета, 1, с.Вороньки, Чорнухинський р-н, Полтавська обл., 37140 (школа, приміщення для засідань);Середня;33.031011,50.210245
530916; с.Гайки, с.Красне, с.Нова Діброва, с.Яцюкове; вул.Перемоги, 8, с.Красне, Чорнухинський р-н, Полтавська обл., 37141 (сільський клуб, зал);мала;33.116046,50.277544
530917; с.Пізники; вул.Тупікова, 25, с.Пізники, Чорнухинський р-н, Полтавська обл., 37141 (школа, приміщення для засідань);мала;32.994130,50.248998
530918; с.Гільці, с.Нова Петрівщина; вул.Чорнухинська, 7, с.Гільці, Чорнухинський р-н, Полтавська обл., 37112 (сільський клуб, зал);Середня;32.954830,50.328508
530919; с.Галяве; вул.Центральна, 2, с.Галяве, Чорнухинський р-н, Полтавська обл., 37132 (школа, хол);мала;32.903484,50.237715
530920; с.Кізлівка, с.Липове; пров.Шкільний, 1, с.Кізлівка, Чорнухинський р-н, Полтавська обл., 37130 (школа, хол);Середня;32.916765,50.256385
530921; с.Ковалі; вул.Колядівка, 47, с.Ковалі, Чорнухинський р-н, Полтавська обл., 37131 (сільський клуб, зал);Середня;32.951555,50.255045
530922; с.Курінька, с.Нетратівка, с.Скибинці; вул.Центральна, 112, с.Курінька, Чорнухинський р-н, Полтавська обл., 37124 (сільський клуб, зал);мала;32.740208,50.197416
530923; с.Луговики, с.Бубни; вул.Золота, 43, с.Луговики, Чорнухинський р-н, Полтавська обл., 37122 (сільська рада, кімната засідань);мала;32.829451,50.260583
530924; с.Городище; вул.Миру, 9, с.Городище, Чорнухинський р-н, Полтавська обл., 37144 (магазин, зал);мала;33.054236,50.168813
530925; с.Мелехи, с.Загребелля; вул.Охріменка, 72, с.Мелехи, Чорнухинський р-н, Полтавська обл., 37142 (навчально-виховний комплекс, спортзал);мала;33.069759,50.201655
530926; с.Мокіївка; вул.Центральна, 8, с.Мокіївка, Чорнухинський р-н, Полтавська обл., 37120 (сільська школа, хол);мала;32.756525,50.240254
530927; с.Постав-Мука, с.Лісова Слобідка; вул.Підгірська, 21А, с.Постав-Мука, Чорнухинський р-н, Полтавська обл., 37133 (сільський клуб, зал);мала;32.941579,50.165651
530928; с.Пацали, с.Сухоносівка; вул.Садова, 18А, с.Сухоносівка, Чорнухинський р-н, Полтавська обл., 37134 (сільський клуб, зал);мала;32.944781,50.210859
530929; с.Харсіки, с.Бондарі, с.Нехристівка; вул.Сковороди, 58, с.Харсіки, Чорнухинський р-н, Полтавська обл., 37103 (школа, спортзал);Середня;32.911518,50.267827
530930; с.Хейлівщина, с.Олександрівка, с.Чаплинка; вул.Галушки, 2, с.Хейлівщина, Чорнухинський р-н, Полтавська обл., 37113 (сільський клуб, кімната завклуба);мала;33.051714,50.313416
530931; смт Чорнухи – вул.Базарна, вул.Бугорської, вул.Гагаріна, вул.Грушки, вул.Злагоди, вул.Козацька, вул.Космонавтів, вул.Коцюбинського, вул.Масленікова, вул.Мележика: 4–23., вул.Миру, вул.Перелета, вул.Перемоги, вул.Першотравнева, вул.Силаєва, вул.Спортивна, пров.Злагоди, пров.Козацький, пров.Малий-2, пров.Першотравневий, пров.Петра Маслєннікова, с.Богданівка; вул.Центральна, 32, смт Чорнухи, Чорнухинський р-н, Полтавська обл., 37100 (центр культури і дозвілля, зал);Середня;32.934781,50.267456
530932; смт Чорнухи – вул.Будая, вул.Будівельників, вул.Б.Хмельницького, вул.Вишнева, вул.Гоголя, вул.Дунаєвського, вул.Електриків, вул.Загорянська, вул.Короленка, вул.Котляревського, вул.Кривоноса, вул.Л.Українки, вул.Мележика: 24–48., вул.М.Коломієць, вул.Молодіжна, вул.Рокитянська, вул.Сковороди, вул.Стовпова, вул.Центральна, вул.Шевченка, пров.Будівельників, пров.Загорянський, пров.Колективний, пров.Котляревського, пров.Лісний, пров.Л.Українки, пров.Малий-1, пров.Мележика, пров.Мирний, пров.М.Коломієць, пров.Садовий, пров.Стовповий; вул.Центральна, 47, смт Чорнухи, Чорнухинський р-н, Полтавська обл., 37100 (школа, хол);Середня;32.939235,50.268132
531277; с.Піски-Удайські; вул. Косий Хутір, 47, с.Піски-Удайські, Чорнухинський р-н., Полтавська обл., 37120 (сільський клуб-філіал, кабінет директора);мала;32.825986,50.186720
